book_link,title,author_link,author_name
https://www.goodreads.com/book/show/197577126-this-summer-will-be-different,This Summer Will Be Different,https://www.goodreads.com/author/show/21483807.Carley_Fortune,Carley Fortune
https://www.goodreads.com/book/show/199797582-the-paradise-problem,The Paradise Problem,https://www.goodreads.com/author/show/6556689.Christina_Lauren,Christina Lauren
https://www.goodreads.com/book/show/136276877-the-last-murder-at-the-end-of-the-world,The Last Murder at the End of the World,https://www.goodreads.com/author/show/17160667.Stuart_Turton,Stuart Turton
https://www.goodreads.com/book/show/199798953-one-perfect-couple,One Perfect Couple,https://www.goodreads.com/author/show/9013543.Ruth_Ware,Ruth Ware
https://www.goodreads.com/book/show/195790670-if-something-happens-to-me,If Something Happens to Me,https://www.goodreads.com/author/show/19976903.Alex_Finlay,Alex Finlay
https://www.goodreads.com/book/show/199798179-the-ministry-of-time,The Ministry of Time,https://www.goodreads.com/author/show/22032713.Kaliane_Bradley,Kaliane Bradley
https://www.goodreads.com/book/show/200338241-the-dixon-rule,"The Dixon Rule (Campus Diaries, #2)",https://www.goodreads.com/author/show/1935000.Elle_Kennedy,Elle Kennedy
https://www.goodreads.com/book/show/193544852-my-darling-dreadful-thing,My Darling Dreadful Thing,https://www.goodreads.com/author/show/42245290.Johanna_van_Veen,Johanna van Veen
https://www.goodreads.com/book/show/195790597-when-among-crows,When Among Crows,https://www.goodreads.com/author/show/4039811.Veronica_Roth,Veronica Roth
https://www.goodreads.com/book/show/196726166-the-honey-witch,The Honey Witch,https://www.goodreads.com/author/show/30864490.Sydney_J_Shields,Sydney J. Shields
https://www.goodreads.com/book/show/180633984-a-crane-among-wolves,A Crane Among Wolves,https://www.goodreads.com/author/show/18341009.June_Hur,June Hur
https://www.goodreads.com/book/show/197144545-lies-and-weddings,Lies and Weddings,https://www.goodreads.com/author/show/634694.Kevin_Kwan,Kevin Kwan
https://www.goodreads.com/book/show/62949031-the-measure,The Measure,https://www.goodreads.com/author/show/21140919.Nikki_Erlick,Nikki Erlick
https://www.goodreads.com/book/show/199550833-camino-ghosts,"Camino Ghosts (Camino Island, #3)",https://www.goodreads.com/author/show/721.John_Grisham,John Grisham
https://www.goodreads.com/book/show/198493739-mistakes-we-never-made,Mistakes We Never Made,https://www.goodreads.com/author/show/20847161.Hannah_Brown,Hannah Brown
https://www.goodreads.com/book/show/195790899-savor-it,Savor It,https://www.goodreads.com/author/show/22005427.Tarah_Dewitt,Tarah Dewitt
https://www.goodreads.com/book/show/195853534-the-five-year-lie,The Five Year Lie,https://www.goodreads.com/author/show/7737308.Sarina_Bowen,Sarina Bowen
https://www.goodreads.com/book/show/193544861-when-she-was-me,When She Was Me,https://www.goodreads.com/author/show/29564857.Marlee_Bush,Marlee Bush
https://www.goodreads.com/book/show/199798460-the-return-of-ellie-black,The Return of Ellie Black,https://www.goodreads.com/author/show/8178238.Emiko_Jean,Emiko Jean
https://www.goodreads.com/book/show/123288408-evocation,Evocation,https://www.goodreads.com/author/show/15721114.S_T_Gibson,S.T. Gibson
https://www.goodreads.com/book/show/193544854-perfect-little-monsters,Perfect Little Monsters,https://www.goodreads.com/author/show/29774270.Cindy_R_X_He,Cindy R.X. He
https://www.goodreads.com/book/show/198494009-think-twice,Think Twice,https://www.goodreads.com/author/show/24689.Harlan_Coben,Harlan Coben
https://www.goodreads.com/book/show/205546187-the-quiet-tenant,The Quiet Tenant,https://www.goodreads.com/author/show/20737123.Cl_mence_Michallon,Clémence Michallon
https://www.goodreads.com/book/show/195790574-summers-at-the-saint,Summers at the Saint,https://www.goodreads.com/author/show/21387.Mary_Kay_Andrews,Mary Kay Andrews
https://www.goodreads.com/book/show/205483574-happiness-falls,Happiness Falls,https://www.goodreads.com/author/show/18035146.Angie_Kim,Angie  Kim
https://www.goodreads.com/book/show/200982383-five-broken-blades,Five Broken Blades,https://www.goodreads.com/author/show/45900805.Mai_Corland,Mai Corland
https://www.goodreads.com/book/show/197511201-the-guncle-abroad,The Guncle Abroad,https://www.goodreads.com/author/show/14972725.Steven_Rowley,Steven  Rowley
https://www.goodreads.com/book/show/195790759-rednecks,Rednecks,https://www.goodreads.com/author/show/8175172.Taylor_Brown,Taylor  Brown
https://www.goodreads.com/book/show/197522426-long-time-gone,Long Time Gone,https://www.goodreads.com/author/show/13922088.Charlie_Donlea,Charlie Donlea
https://www.goodreads.com/book/show/203579059-sweet-nightmare,Sweet Nightmare,https://www.goodreads.com/author/show/2003596.Tracy_Wolff,Tracy Wolff
https://www.goodreads.com/book/show/199798000-the-invisible-hour,The Invisible Hour,https://www.goodreads.com/author/show/3502.Alice_Hoffman,Alice Hoffman
https://www.goodreads.com/book/show/195791352-mind-games,Mind Games,https://www.goodreads.com/author/show/625.Nora_Roberts,Nora Roberts
https://www.goodreads.com/book/show/200987323-i-hope-this-finds-you-well,I Hope This Finds You Well,https://www.goodreads.com/author/show/22714951.Natalie_Sue,Natalie Sue
https://www.goodreads.com/book/show/198563757-everything-we-never-said,Everything We Never Said,https://www.goodreads.com/author/show/43875941.Sloan_Harlow,Sloan Harlow
https://www.goodreads.com/book/show/199797614-swiped,Swiped,https://www.goodreads.com/author/show/22989079.L_M_Chilton,L.M. Chilton
https://www.goodreads.com/book/show/205064676-the-ferryman,The Ferryman,https://www.goodreads.com/author/show/45315.Justin_Cronin,Justin Cronin
https://www.goodreads.com/book/show/197798168-all-fours,All Fours,https://www.goodreads.com/author/show/65678.Miranda_July,Miranda July
https://www.goodreads.com/book/show/123006769-women-and-children-first,Women and Children First,https://www.goodreads.com/author/show/15998012.Alina_Grabowski,Alina Grabowski
https://www.goodreads.com/book/show/197522434-a-cyclist-s-guide-to-crime-croissants,A Cyclist's Guide to Crime & Croissants,https://www.goodreads.com/author/show/23090155.Ann_Claire,Ann   Claire
https://www.goodreads.com/book/show/196848577-love-at-first-book,Love at First Book,https://www.goodreads.com/author/show/47352598.Jenn_McKinlay,Jenn McKinlay
https://www.goodreads.com/book/show/196845489-oye,Oye,https://www.goodreads.com/author/show/22068270.Melissa_Mogollon,Melissa Mogollon
https://www.goodreads.com/book/show/195790755-the-silverblood-promise,The Silverblood Promise,https://www.goodreads.com/author/show/36640036.James_Logan,James   Logan
https://www.goodreads.com/book/show/198138535-knife-river,Knife River,https://www.goodreads.com/author/show/21940707.Justine_Champine,Justine Champine
https://www.goodreads.com/book/show/196848638-blood-on-the-tide,Blood on the Tide,https://www.goodreads.com/author/show/5398028.Katee_Robert,Katee Robert
https://www.goodreads.com/book/show/195660460-bad-men,Bad Men,https://www.goodreads.com/author/show/30948794.Julie_Mae_Cohen,Julie Mae Cohen
https://www.goodreads.com/book/show/127306128-when-we-were-silent,When We Were Silent,https://www.goodreads.com/author/show/6795591.Fiona_McPhillips,Fiona McPhillips
https://www.goodreads.com/book/show/195790639-attached-at-the-hip,Attached at the Hip,https://www.goodreads.com/author/show/13984436.Christine_Riccio,Christine Riccio
https://www.goodreads.com/book/show/197522493-here-for-the-wrong-reasons,Here for the Wrong Reasons,https://www.goodreads.com/author/show/43609063.Annabel_Paulsen,Annabel Paulsen
https://www.goodreads.com/book/show/207677111-the-wind-knows-my-name,The Wind Knows My Name,https://www.goodreads.com/author/show/2238.Isabel_Allende,Isabel Allende
https://www.goodreads.com/book/show/209411839-cut-and-thirst,Cut and Thirst,https://www.goodreads.com/author/show/3472.Margaret_Atwood,Margaret Atwood
https://www.goodreads.com/book/show/198139899-kindred,Kindred,https://www.goodreads.com/author/show/29535.Octavia_E_Butler,Octavia E. Butler
https://www.goodreads.com/book/show/195886568-the-dangerous-ones,The Dangerous Ones,https://www.goodreads.com/author/show/20175761.Lauren_Blackwood,Lauren Blackwood
https://www.goodreads.com/book/show/195830897-the-deepest-lake,The Deepest Lake,https://www.goodreads.com/author/show/116053.Andromeda_Romano_Lax,Andromeda Romano-Lax
https://www.goodreads.com/book/show/196774350-the-last-time-she-saw-him,The Last Time She Saw Him,https://www.goodreads.com/author/show/59972.Kate_White,Kate White
https://www.goodreads.com/book/show/203767751-collide,Collide,https://www.goodreads.com/author/show/22668895.Bal_Khabra,Bal Khabra
https://www.goodreads.com/book/show/83816867-curse-of-the-nautilus,Curse of the Nautilus,https://www.goodreads.com/author/show/22761103.Ralynn_Kimie,Ralynn Kimie
https://www.goodreads.com/book/show/200153487-the-library-thief,The Library Thief,https://www.goodreads.com/author/show/32054609.Kuchenga_Shenj_,Kuchenga Shenjé
https://www.goodreads.com/book/show/199798092-death-valley,Death Valley,https://www.goodreads.com/author/show/3192838.Melissa_Broder,Melissa Broder
https://www.goodreads.com/book/show/199700432-threads-that-bind,Threads That Bind,https://www.goodreads.com/author/show/21452477.Kika_Hatzopoulou,Kika Hatzopoulou
https://www.goodreads.com/book/show/196845474-the-hazelbourne-ladies-motorcycle-and-flying-club,The Hazelbourne Ladies Motorcycle and Flying Club,https://www.goodreads.com/author/show/2995577.Helen_Simonson,Helen Simonson
https://www.goodreads.com/book/show/195790857-all-s-fair-in-love-and-war,All's Fair in Love and War,https://www.goodreads.com/author/show/15097808.Virginia_Heath,Virginia Heath
https://www.goodreads.com/book/show/195391688-the-bone-season,The Bone Season,https://www.goodreads.com/author/show/5830526.Samantha_Shannon,Samantha    Shannon
https://www.goodreads.com/book/show/180725527-thirsty,Thirsty,https://www.goodreads.com/author/show/21109619.Jas_Hammonds,Jas Hammonds
https://www.goodreads.com/book/show/196774347-you-should-be-so-lucky,You Should Be So Lucky,https://www.goodreads.com/author/show/15171247.Cat_Sebastian,Cat Sebastian
https://www.goodreads.com/book/show/197522435-the-charmed-friends-of-trove-isle,The Charmed Friends of Trove Isle,https://www.goodreads.com/author/show/13911602.Annie_Rains,Annie Rains
https://www.goodreads.com/book/show/195263575-beastly-beauty,Beastly Beauty,https://www.goodreads.com/author/show/36346.Jennifer_Donnelly,Jennifer Donnelly
https://www.goodreads.com/book/show/201537019-a-queen-this-fierce-and-deadly,A Queen This Fierce and Deadly,https://www.goodreads.com/author/show/21544755.Stacia_Stark,Stacia Stark
https://www.goodreads.com/book/show/196845456-lovers-and-liars,Lovers and Liars,https://www.goodreads.com/author/show/24409.Amanda_Eyre_Ward,Amanda Eyre Ward
https://www.goodreads.com/book/show/202692561-behind-a-closed-door,Behind a Closed Door,https://www.goodreads.com/author/show/8224327.J_D_Barker,J.D. Barker
https://www.goodreads.com/book/show/62365896-how-to-read-a-book,How to Read a Book,https://www.goodreads.com/author/show/80719.Monica_Wood,Monica Wood
https://www.goodreads.com/book/show/195790649-very-bad-company,Very Bad Company,https://www.goodreads.com/author/show/22419488.Emma_Rosenblum,Emma Rosenblum
https://www.goodreads.com/book/show/196848553-the-house-that-horror-built,The House That Horror Built,https://www.goodreads.com/author/show/3409936.Christina_Henry,Christina Henry
https://www.goodreads.com/book/show/195888453-lore-olympus,Lore Olympus: Volume Six,https://www.goodreads.com/author/show/21592354.Rachel_Smythe,Rachel  Smythe
https://www.goodreads.com/book/show/193544871-she-left,She Left,https://www.goodreads.com/author/show/29732219.Stacie_Grey,Stacie Grey
https://www.goodreads.com/book/show/197449176-summertime-punchline,Summertime Punchline,https://www.goodreads.com/author/show/43583469.Betty_Corrello,Betty Corrello
https://www.goodreads.com/book/show/199532188-the-amethyst-kingdom,The Amethyst Kingdom,https://www.goodreads.com/author/show/21582336.A_K_Mulford,A.K. Mulford
https://www.goodreads.com/book/show/195888522-whale-fall,Whale Fall,https://www.goodreads.com/author/show/45751827.Elizabeth_O_Connor,Elizabeth  O'Connor
https://www.goodreads.com/book/show/197449282-the-lost-letters-from-martha-s-vineyard,The Lost Letters from Martha's Vineyard,https://www.goodreads.com/author/show/16588977.Michael_Callahan,Michael   Callahan
https://www.goodreads.com/book/show/211051685-here-for-the-cake,Here For The Cake,https://www.goodreads.com/author/show/14441655.Jennifer_Millikin,Jennifer Millikin
https://www.goodreads.com/book/show/198137722-housemates,Housemates,https://www.goodreads.com/author/show/17332932.Emma_Copley_Eisenberg,Emma Copley Eisenberg
https://www.goodreads.com/book/show/198536668-twelfth-knight,Twelfth Knight,https://www.goodreads.com/author/show/21814879.Alexene_Farol_Follmuth,Alexene Farol Follmuth
https://www.goodreads.com/book/show/181865600-goddess-of-the-river,Goddess of the River,https://www.goodreads.com/author/show/20288648.Vaishnavi_Patel,Vaishnavi Patel
https://www.goodreads.com/book/show/197522445-the-medicine-woman-of-galveston,The Medicine Woman of Galveston,https://www.goodreads.com/author/show/16747144.Amanda_Skenandore,Amanda Skenandore
https://www.goodreads.com/book/show/199798143-love-lies-and-cherry-pie,"Love, Lies, and Cherry Pie",https://www.goodreads.com/author/show/17814757.Jackie_Lau,Jackie Lau
https://www.goodreads.com/book/show/199799017-rouge,Rouge,https://www.goodreads.com/author/show/7104825.Mona_Awad,Mona Awad
https://www.goodreads.com/book/show/195790730-one-last-shot,One Last Shot,https://www.goodreads.com/author/show/29747042.Betty_Cayouette,Betty Cayouette
https://www.goodreads.com/book/show/194477918-escape-velocity,Escape Velocity,https://www.goodreads.com/author/show/22006803.Victor_Manibo,Victor Manibo
https://www.goodreads.com/book/show/195790744-the-favor,The Favor,https://www.goodreads.com/author/show/466240.Nora_Murphy,Nora Murphy
https://www.goodreads.com/book/show/198637892-look-on-the-bright-side,Look on the Bright Side,https://www.goodreads.com/author/show/317354.Kristan_Higgins,Kristan Higgins
https://www.goodreads.com/book/show/123300486-the-blast-from-the-past,The Blast from the Past,https://www.goodreads.com/author/show/8103667.Lucy_Score,Lucy Score
https://www.goodreads.com/book/show/123284957-the-sins-on-their-bones,The Sins on Their Bones,https://www.goodreads.com/author/show/29775125.Laura_R_Samotin,Laura R. Samotin
https://www.goodreads.com/book/show/195888787-nightfall,Nightfall,https://www.goodreads.com/author/show/7139136.Penelope_Douglas,Penelope Douglas
https://www.goodreads.com/book/show/199798868-long-island,Long Island,https://www.goodreads.com/author/show/1351903.Colm_T_ib_n,Colm Tóibín
https://www.goodreads.com/book/show/202399005-camera-shy,Camera Shy,https://www.goodreads.com/author/show/22381909.Kay_Cove,Kay Cove
https://www.goodreads.com/book/show/195791123-every-time-we-say-goodbye,Every Time We Say Goodbye,https://www.goodreads.com/author/show/18786953.Natalie_Jenner,Natalie Jenner
https://www.goodreads.com/book/show/195790694-the-red-grove,The Red Grove,https://www.goodreads.com/author/show/15573557.Tessa_Fontaine,Tessa Fontaine
https://www.goodreads.com/book/show/206305523-the-rachel-incident,The Rachel Incident,https://www.goodreads.com/author/show/17126758.Caroline_O_Donoghue,Caroline O'Donoghue
https://www.goodreads.com/book/show/198123560-the-ride-of-her-life,The Ride of Her Life,https://www.goodreads.com/author/show/17061749.Jennifer_Dugan,Jennifer Dugan
https://www.goodreads.com/book/show/195790756-it-s-not-hysteria,It's Not Hysteria: Everything You Need to Know About Your Reproductive Health,https://www.goodreads.com/author/show/42827352.Karen_Tang,Karen Tang
https://www.goodreads.com/book/show/209773181-fragile-sanctuary,Fragile Sanctuary,https://www.goodreads.com/author/show/18087133.Catherine_Cowles,Catherine Cowles
https://www.goodreads.com/book/show/199797848-perfume-pain,Perfume & Pain,https://www.goodreads.com/author/show/7310673.Anna_Dorn,Anna  Dorn
https://www.goodreads.com/book/show/199353348-red-side-story,Red Side Story,https://www.goodreads.com/author/show/4432.Jasper_Fforde,Jasper Fforde
https://www.goodreads.com/book/show/177772570-shanghailanders,Shanghailanders,https://www.goodreads.com/author/show/17972689.Juli_Min,Juli Min
https://www.goodreads.com/book/show/196841905-kittentits,Kittentits,https://www.goodreads.com/author/show/44809562.Holly_Wilson,Holly    Wilson
https://www.goodreads.com/book/show/196774466-last-house,Last House,https://www.goodreads.com/author/show/70916.Jessica_Shattuck,Jessica Shattuck
https://www.goodreads.com/book/show/199797969-the-main-character,The Main Character,https://www.goodreads.com/author/show/20392713.Jaclyn_Goldis,Jaclyn Goldis
https://www.goodreads.com/book/show/193544841-long-after-we-are-gone,Long After We Are Gone,https://www.goodreads.com/author/show/22200343.Terah_Shelton_Harris,Terah Shelton Harris
https://www.goodreads.com/book/show/183079537-my-favorite-terrible-thing,My Favorite Terrible Thing,https://www.goodreads.com/author/show/8329725.Madeleine_Henry,Madeleine Henry
https://www.goodreads.com/book/show/204176173-throttled,Throttled,https://www.goodreads.com/author/show/19561164.Lauren_Asher,Lauren Asher
https://www.goodreads.com/book/show/197448682-the-goddess-of-warsaw,The Goddess of Warsaw,https://www.goodreads.com/author/show/6428047.Lisa_Barr,Lisa Barr
https://www.goodreads.com/book/show/195888551-first-love,First Love: Essays on Friendship,https://www.goodreads.com/author/show/18860168.Lilly_Dancyger,Lilly Dancyger
https://www.goodreads.com/book/show/196845475-we-were-the-universe,We Were the Universe,https://www.goodreads.com/author/show/17201366.Kimberly_King_Parsons,Kimberly King Parsons
https://www.goodreads.com/book/show/195790745-disturbing-the-dead,Disturbing the Dead,https://www.goodreads.com/author/show/7581.Kelley_Armstrong,Kelley Armstrong
https://www.goodreads.com/book/show/196848536-the-hunter-s-daughter,The Hunter's Daughter,https://www.goodreads.com/author/show/24284100.Nicola_Solvinic,Nicola Solvinic
https://www.goodreads.com/book/show/198240283-burning-crowns,Burning Crowns,https://www.goodreads.com/author/show/2747732.Catherine_Doyle,Catherine Doyle
